index,mark
252441,4.330064906813732
22088,3.8062234912259587
77903,4.165437391194104
57177,4.511971612647359
350724,4.251501708706396
33664,4.63338553816009
52077,3.6250702021240038
155573,4.404990570207332
251759,3.918845852725756
358588,4.7001170302641535
14133,4.548857529193633
316460,3.6498188818798587
238028,4.246235722831674
80389,3.99121052634236
211257,4.413517952305513
194620,4.666089207703558
242225,4.093182501333126
319563,4.667146132276641
281062,3.9444003953008413
296384,4.571414637460536
62424,3.876993729523322
301779,4.414941848048013
319144,4.328234662396598
28721,4.349176970581971
278023,4.648942105789548
206268,3.786659184911006
378311,4.864786292460076
267175,4.1822979526832285
364590,4.08931643864454
324207,4.050547856541298
357459,3.7887128690479868
79107,3.704547557296788
345387,4.556047315933199
318876,3.651630513889595
229741,3.4562683891631814
50590,4.429281242800023
318210,4.506937769366058
333357,3.1220571048730794
187003,3.968869893542802
296392,3.8685572296923887
246168,4.489992140014516
281189,4.467307097726879
257829,4.363649459585462
179771,4.435252084269168
232315,3.9572489810685174
375080,4.180970681262222
67272,4.360192908571387
320281,4.085180861524957
56500,4.722313606825727
245737,3.961583992737831
256507,4.568186251009179
52353,4.548906924737657
56911,3.716364530851342
171080,3.727201868617573
51352,3.996428106769089
364193,4.3905642258115956
356344,3.7672049959129343
242542,3.662547787260138
296872,4.862870492263432
303438,4.247948010377182
366176,4.7413894287167135
190711,4.606912270756443
209950,4.337455956938583
160978,3.877272990404282
238139,4.417790144820265
32917,3.9309317035825724
236499,4.313536335125903
8592,3.6798754018082502
216208,3.732516351611779
342271,3.798041845244066
266344,4.14339967241385
19833,4.162005568622603
366060,4.093440331775303
162602,4.3075372576941104
18136,4.166369340823928
292991,3.408478897573587
202567,4.513886638828062
31953,4.4433025244519975
61730,4.527771676430221
338993,4.627597593698039
21320,3.888924837393421
275753,3.8205331383043304
20412,4.124306109960776
224464,3.9815806150210546
50156,3.644382927939302
199308,3.916381854289758
18405,4.782737466242017
363716,4.655962020211178
80936,4.345931966805991
323547,4.446976689762956
277347,3.741163156099119
232719,4.55106892592532
41684,3.769018141306799
29793,4.448001112960159
172444,4.541050606819979
8069,3.9107155397808198
160635,4.1805091341637945
63099,3.957966444572619
40695,4.298621493387377
16915,4.350094407537531
217933,3.3876978391444643
221613,4.168496659989573
274196,3.802671423487339
222072,3.317612967625384
83280,4.568774651512546
250080,4.553967107393454
178590,4.062881691899547
44323,3.738707988657791
75594,3.8902813952930995
33666,4.618151176403674
243897,4.319892605766108
179057,3.8340995210908404
259938,3.4825906748402953
180190,3.745168735638485
30721,4.574299268768357
55589,4.5151447255628305
286124,4.10090555964116
291992,4.261508364854721
10823,4.549038098904461
197233,3.7970249410407515
337421,4.869935049952089
63000,4.8023550605951195
303125,4.644785933805258
361723,4.719580380674879
78328,4.585044087569774
316760,3.61401513546576
157104,4.115521685956486
345810,3.344534611621517
161943,3.7092146418658203
209264,4.538407207635429
344834,3.506150630080097
362574,4.721925984008787
339417,3.9129238822621977
194903,3.877823463031983
336266,3.4878739800375707
373865,4.474016353367179
332971,3.804468961859502
295831,3.842071947657151
82914,4.408342272721973
182275,3.89352648204727
316478,3.8563233891909374
47764,4.010805423204628
152012,4.248837348252527
304365,4.235096301061971
375810,4.395341347132507
333038,4.015811711327983
42096,4.734756283355255
342592,3.4612512476544404
323287,4.181981770243474
368076,4.858133961911305
341742,4.401916545044638
195727,4.025497995532155
174591,4.602752839081015
338858,3.3220805619106084
316043,3.979154820892835
293364,4.199789227066946
374548,3.6740009454835665
77054,4.448772047860204
188616,4.4651197910615785
71060,4.4529639330126685
28298,3.951919036229145
272559,4.42789337598555
241325,3.6142939729243295
213839,3.9948851576813724
335295,4.041647985414337
179709,4.171323561871457
38757,4.225828985952634
185753,4.586180451808708
46312,4.404706158000474
352353,4.139008156154469
21647,4.180366671191704
377671,4.450135959963768
244458,3.7642777299579615
261670,4.193312458592797
342663,4.6235820297592
233672,4.664403332347246
11773,4.375797845039086
218008,3.7473908078208042
45883,3.7890173668631233
255585,3.9925628754815796
275375,4.439037382429631
334393,3.7905429259154575
174321,4.7184505845557965
246793,4.012016717168368
50080,4.148377388222503
234531,4.400701240086615
284860,3.505769392526129
355928,3.2899073240850827
246320,4.5220831799355965
25875,4.224413569446879
60952,4.181210572808024
45598,4.181099094641745
298489,4.529931057430722
11826,4.442772406527938
243233,3.6461401613546447
322776,4.451983554503218
241404,3.9736405626951927
355633,4.290083159890443
10217,4.509722044719679
158533,4.525817830976886
78360,4.702321496171953
363760,4.059847728529645
10455,4.659886354111823
23690,4.6510979222361994
84911,4.477233675017543
16704,4.460387450904238
78180,4.845053220663597
309181,3.9179849655717116
250653,3.5650721323421957
25002,4.578553164213073
296696,4.468268421463531
245117,3.5823815958891756
2522,4.601169675516164
355359,3.4798921146679263
179890,4.697207782740407
57634,3.940013629342054
199243,3.5032848436973656
371650,4.6912463860099995
198555,4.532376415148643
364314,3.89108664376592
170845,4.176263853070038
259075,4.167618329903596
253724,4.531235853273961
303759,4.030089932336467
258592,3.506479974782249
185745,4.8128852752641205
15899,4.877973316144299
90630,4.460373382720295
89065,4.05790073927571
252355,4.181717834516564
6379,4.965904315910752
278335,3.9308391837635743
62637,3.979371404927282
272914,4.823590724310581
166491,4.3844165856317225
198045,3.8861717720863935
315708,4.927861257451485
199894,3.9285414942424564
358696,4.4763860978015675
344499,4.700575314209582
43938,3.715423203892709
277784,4.951071473660513
14194,4.779547524734069
61076,4.379901393364835
332820,4.433751779359056
235136,4.377164468257219
362562,4.605346309557946
326605,4.6596533058315055
55841,3.939068623753405
25502,4.625028385955914
81421,4.53937492009981
19525,4.381015223756075
72998,3.731304877018163
376791,4.815437892771981
78292,4.484316888302496
4845,4.22184472163433
21379,4.421722593674678
159038,3.6186228867071604
251028,3.343489489049186
12653,3.9778705312874316
354009,4.864668820056688
82550,4.5052135830280005
304929,3.806729187240281
165285,4.51095247117636
73878,4.6346889665261894
272705,3.833997779680507
258985,3.9182648849172406
304128,3.4056833037670704
319500,4.455663002975426
45061,4.0030350137566355
274911,4.414153236618602
88396,4.323714679281726
379304,4.4260132918476405
296031,4.188685091645401
308280,3.7573943341105336
377198,4.5826797064277365
4173,4.480838536189525
261143,3.7096216000680013
281665,3.5738954538423964
79602,4.249603494582394
296586,4.44043110585064
255172,3.9462962876298837
285338,4.043651392840816
326750,4.3119896355369605
360187,3.785730557884365
157814,4.120562829666457
332550,4.764199892477149
59375,4.527427742309013
58258,4.990814780452471
346947,4.825254069663862
369270,3.8825883383778557
21270,4.1337060597699375
48451,4.41905043127037
20114,3.957385917665924
309205,4.585277061197042
248740,3.783301215089259
245708,4.3829925409684884
336065,4.5547029311267675
175246,4.175876900326097
161197,4.3589270495937145
81034,4.804783782174781
334771,3.599605540995736
278314,4.378176824680702
67489,5.0
335271,3.726461149041597
314212,4.530767090724119
338685,4.06109106678601
13208,3.4803097974398782
307598,4.005300943221127
67177,4.606164562844712
347431,4.2298266657303785
166751,4.311489219878024
351819,4.638756837431094
287388,3.51567175360779
371644,3.697406605629991
33323,4.505767460303711
20969,4.70788650572277
84218,4.617897959434338
164556,3.9373713605893017
262237,4.295090353305886
90045,4.05720416618187
181601,4.655233718271928
367327,3.5453739192822242
298259,4.582168850116525
184964,4.038399024078305
293844,4.211051674561481
59143,3.6180326604873123
322506,4.3755704044944865
211320,4.322426999363927
321832,4.288923602468228
160271,4.008221222257436
322067,4.22241742348632
28604,4.080618848025515
29835,4.565459752717952
191562,4.561449243127693
366909,3.8492790891202127
301757,4.266846308548586
28380,4.209408943504236
348851,4.178224260338273
339049,3.6053165802435236
281668,3.4977209272199787
158791,3.9663386476995477
372300,4.620316902508711
354429,3.822044149744771
203742,3.510066488267209
374708,4.317274741513896
9683,4.416995922277156
31599,4.4603637456438525
242437,3.540345492779117
204885,4.727836583279982
287174,4.155520814096009
257918,4.574376420719415
267463,4.605924889809778
358259,4.43887874016561
81685,4.598839690817288
251410,4.029660179988408
369746,4.412496540235173
60671,3.653076100505114
247163,4.469662360335063
179777,4.336838735870605
4430,4.626258289128959
205604,4.39760978695206
37103,4.075963529006903
251687,4.35756952450401
68204,4.778926142866713
78394,4.307404148676416
313628,3.8898912071625467
295321,4.3286958495288355
325789,4.2572782714521145
60861,4.045594290726278
75824,3.336474488456145
195245,3.9622143781281447
161824,4.0770401670149505
623,4.642253443602726
246271,4.017709639921715
186491,4.715110132437068
320308,4.247981207859885
60874,4.632155680363708
274584,4.1279058308539485
185647,4.735158244493194
237640,3.877853311104908
246866,4.536294051359637
50645,3.4486045490210806
287144,3.4968736347596487
331959,3.3633144099926127
378247,4.824624354364469
69872,3.823601615232066
344623,4.218503792590241
313416,4.309418645198989
26962,4.865821248459941
43760,4.303927701535823
11729,4.009520511425778
232513,4.111049987360806
341101,4.672470662642048
43754,3.967384887941618
70179,4.599488669839769
358618,4.84654070369974
296302,3.9369207386393965
188454,4.554813943107793
314065,4.339800786656183
153485,4.401423918464099
273516,3.866579824044168
226298,4.082349454925664
60437,4.872038079888312
233554,4.806423055281092
318913,3.464716624617166
4054,4.800153309593096
335941,3.7424434458888514
161118,4.036607419397724
179238,4.387370606829908
301782,4.24813328706717
722,4.701944310592554
195629,3.823217897418898
234352,4.56030130334737
164513,4.786132109405183
59647,4.915849028407925
232172,4.310809296632433
325124,4.297451216337004
38232,3.9908913204733323
33239,3.7058945747840473
74186,4.728526820371665
274738,4.593616384751294
81951,3.4718442751176957
74215,4.681666222791525
327907,4.239991027190804
48466,3.9858497032480975
223559,3.8608226198049826
239467,4.699562251123528
184441,4.899312827680369
47452,4.268906328352313
53535,4.615523810634801
370296,3.4787828773090226
379201,4.702140361864024
277556,4.218233987777196
34641,4.157653072284138
254749,4.603928685423998
6239,4.6868027419946126
286991,5.0
173293,4.138572776374155
250674,3.596072707172091
170436,3.5680159547307118
364501,4.056989312620309
230733,4.669958289982968
174329,4.56070683140725
14169,4.19285155110371
35163,4.362978994915023
296970,4.169606461179146
236502,4.489484944432097
44801,4.1328377700936665
194389,4.623811861156914
271393,4.505822441535291
67184,5.0
159587,4.195393496273655
245239,4.255369707500236
23573,4.640859047330266
313428,4.715312714851334
369818,4.66959762940557
218994,4.4828400918973275
48132,3.9960486209461363
344633,4.335339370658835
23699,4.392129047893583
227752,3.520884924021225
326728,4.1377161353988186
30615,4.101964106349602
56915,3.997110422181695
367701,3.7943317296667107
355789,4.086040778907311
312337,4.576335912965345
315926,4.213214586644401
170694,4.367356632710787
62608,3.674535142099206
197781,4.095296957081514
241226,3.540787936350931
298882,4.564667547770415
217842,3.823231972154028
304199,3.4383396934283064
16840,4.552649473747636
259326,4.329587068240854
283477,4.194205880748745
42152,4.570960170915963
72119,4.006807529166962
270304,4.275747644252024
59792,3.8733837540576537
354648,4.356938374511282
352122,4.516173502334695
50547,4.057068346725346
31498,4.282166643390802
356004,3.8016122996969695
327627,4.421517270400535
1147,4.548193256935307
338044,4.541485020782307
62766,4.126228055478132
229731,4.65775265095449
322250,3.755128718917903
14880,4.575984634386871
72507,3.585107550693333
40729,3.800403763658215
47779,4.718626525665923
52108,4.643256874394339
224216,3.80859489361459
351705,3.7969883568287894
217956,4.4828871216536035
300011,4.045198585729314
266926,4.553374051690244
302611,4.594492876794657
306359,4.62732274786215
65721,3.820348761677139
311068,4.170817876211305
311038,4.7244049788594555
362345,3.711969354923564
152528,4.0051426560028585
358913,4.261636565486683
15259,4.452142285359723
271276,4.7359472956721165
267144,3.623588421651913
71977,4.349750736588957
208186,4.55040345078416
280125,4.01653999846867
313195,4.5211630395012445
2319,4.765962534358547
284921,4.54794092824773
184926,3.9362488668017623
180755,4.176966239805984
240156,4.869382066658082
362133,3.9706573723450513
317237,4.585792418530095
45023,3.9291644452227033
230551,4.336226027281483
376641,4.294698963972246
29807,4.674465794969932
2239,4.3844227715031785
180161,3.7033840287927426
68908,4.437299658929153
216106,4.323654010738245
330825,3.996574101105485
219132,4.420282757991508
364371,4.3944608396164675
357990,3.350304826666225
331300,4.872863210461444
363808,4.622760043691213
66507,4.535258716659503
191017,4.118386059693712
309014,3.3095141821606133
222388,4.443561389456805
309137,3.695573269915819
285880,3.876441922194688
78294,4.919928644920418
161838,4.128377566058298
53932,3.6253735590572833
272611,4.195023063402648
19858,3.798231156036804
366153,4.3353748006985695
342836,4.460465045345742
11810,4.506977205442394
354639,4.032120748176676
241886,3.4573038040176263
24185,3.6462640232483174
8228,4.497248363996661
175958,4.458679377520317
1705,4.173624476678536
37484,4.804126397281909
355832,4.34214810269584
41556,4.345972354998127
168151,4.113199120955553
361671,3.9377167651069476
31854,3.681749013270367
19905,4.462867050082397
330318,3.908328915289879
357074,3.3963346611643845
5994,4.758646979779245
21566,4.565780668187154
56435,4.695163224244775
192378,3.773376942462973
312864,4.708689226309682
45413,4.612235837385794
214562,3.7102998785634322
41679,4.614565195250336
20282,4.152465538806535
335234,4.234653102340631
25807,3.145896306882655
52397,4.538112919560612
169725,4.819535639732998
30043,4.781478229967677
19924,4.439161415602533
328811,4.37830134442531
195256,4.295320594952452
56307,3.7863693406960084
228068,4.666055578723802
37291,3.870811682167136
70333,4.42355050517606
202626,4.470694068119732
351678,4.13449922590673
360200,3.659029300530168
64921,4.3377324112066225
31783,3.5836277977196493
169346,3.8860373975421485
70195,4.746776914947697
316024,3.778084540443593
161072,4.1232937470621955
313112,4.374040535345987
331539,3.1093089208088243
234453,4.3925600027840135
274587,4.168842916256131
265358,3.437354724424724
158144,4.5152921389386504
51058,4.313831854547862
2615,4.257083935777441
37587,4.839534151755609
73861,4.134632931856842
284606,3.3853947250008485
40263,4.175722493990371
352093,3.09189301759072
255451,4.687692114097003
315355,4.8104769355131936
56076,3.790836634257191
24343,4.478719308087279
15755,4.136182360024773
299386,3.6077143360094364
40051,3.969595055779461
340990,3.9349763400115116
39688,4.635176302545595
238780,3.489600504110225
297010,4.207429566829263
286713,4.334204163997962
74068,4.52391776912107
59257,4.714495045565188
324259,4.2511222981874806
29779,4.531590871846282
309063,4.626572670343482
83513,3.992921128325398
220594,3.6019421635274376
41093,4.252994990145696
39039,5.0
190758,3.7964221150505852
33786,4.711625397294973
1876,3.881815021375794
16303,4.5271285278709765
354087,4.231041378628901
300843,3.9559728526633293
231991,4.296412379245675
245428,4.692974034431055
372821,4.250744466606937
80399,4.161629888392273
185874,4.632233829715652
112778,4.630848514033182
362342,4.114197468480937
57087,4.2421317754615915
74026,3.607031353556105
157137,4.021236242377801
362287,4.586746214718712
362354,4.9043586421266925
223609,4.56436432444755
4819,4.508228402612656
245815,3.8569614250511624
155239,4.245453780165644
335305,4.546428507671203
49130,4.46244818172074
53066,3.7504220497140386
263351,3.4790261168150276
192158,4.609527325415293
197625,4.379629124722493
175290,3.847729846964908
300124,4.102427828832287
183680,4.874911340451153
174774,3.923298877587706
240262,3.801129401183729
46667,4.074325195112676
231504,3.718634344627755
324382,4.528156015841011
8709,4.95347271199875
192835,4.411142909779677
193028,4.669022189435843
35330,4.17685174771844
66960,4.360002106109878
233551,4.149520684726168
273472,3.395975133563303
241520,4.92332353479766
238853,3.9050217862879872
371779,3.813402595766579
15983,4.049955071233818
52558,4.257798982510206
153517,3.7759277647205534
302407,4.019482013523179
342852,3.831874553487775
317025,3.8968860478352587
29021,4.453892154561671
353098,4.732852866462509
371568,4.406689124196384
157846,4.487091123448187
70853,4.794830346480686
20923,4.350091379714634
213126,4.516823318046758
191386,4.016991717460287
70219,4.8455397248593
72909,3.6262784831569936
30652,3.9842196102592564
312495,4.092742926982092
343656,3.9358244520978563
35140,3.808972354870545
76410,4.558531796175553
327441,4.328959756647006
74173,4.2921425243029026
8050,4.656146258137329
277474,3.619539368563364
30055,4.221728059825448
57164,4.572286648352881
227066,4.661812553087313
283574,4.3913944834470096
174385,3.9052344542446478
47169,3.96593098172906
34221,4.648705402817216
24526,3.820844732746877
330328,3.726704950386214
14043,4.105943155158092
74042,4.757436142925138
377946,4.697742890317214
221015,4.170442737768244
60849,4.257251923040276
64039,4.384682001630068
80986,4.329193778111127
249903,4.373999918465539
327331,4.082468383840343
346648,4.6130188173760915
7505,4.49637077892369
330029,3.627125903383047
238106,3.8819190029759953
334095,3.4228305893907898
202065,4.728296280682542
365793,4.699726699405011
163795,4.387154938101704
101308,4.544530373653612
201946,3.3647602127761864
319726,3.7556923434884095
369863,4.496766326442631
321526,3.9879236220508516
181400,4.018287898428709
166861,3.9568157399320314
289641,3.8934858711830382
346749,3.879391312113109
367663,4.73545784465042
368055,3.667704951349133
300357,4.601079173311894
355328,4.4050423050078065
34007,4.515991280056655
2986,3.909752238711037
292915,3.723161991247333
240226,4.019606387522702
279400,3.387886696359131
296823,4.483466647050802
12500,4.709244164746195
199173,4.581185752963221
72887,3.6950445924406417
240160,4.799710105954742
182165,3.7126785895602032
33386,3.791334186902524
359117,4.594324410262766
169062,3.87241319925228
356397,4.3235680166631205
101818,3.9144948066571867
72142,4.630972881329648
320088,3.302000450449707
281883,4.6302999887101555
359459,3.791754702087073
11734,3.9793355056449107
10375,4.678202831453727
65743,3.80841811395273
191934,4.369792202752872
343867,3.58502081790057
51291,4.6813428232354655
272786,4.526410305693595
283590,4.0939843069339465
289399,4.436385988206458
198006,3.8404767506083415
9162,3.850288873227815
312438,4.233124591191462
330792,3.744363963792835
23388,4.676571400992259
255355,3.9688006147181736
19156,4.732052148705533
37409,3.679165963489827
278683,3.6291295126081464
13715,3.958073440881461
369497,4.333306613021643
76412,4.254960089313964
80946,4.54257144934007
70547,4.5248731765994945
154256,4.445868934068141
184529,3.2190449499900873
19017,3.9666447602635624
76266,4.291869817437903
10405,4.9188828482179
181432,4.5200140007033704
379325,4.338507619119658
341054,3.81580524172542
82732,4.368144366044655
182432,4.125983267193218
219789,4.631524823824027
377955,4.570949542730527
9512,4.5082389345530505
33329,4.4575753589382705
233491,4.3764629343477015
179968,3.511652784608086
317196,3.887630602455404
181086,3.986217528549568
48658,4.118485360080204
329436,4.538918496133289
365481,4.568447303127679
5231,4.490614799032629
171556,4.756408065516587
376082,4.691398718320666
319743,3.528226555314266
256048,4.818240098377134
262949,4.160127389569053
305861,3.5354323851687655
30009,3.7594328120231437
30269,4.542224250323342
18912,4.191915597837781
189253,3.5222822782869336
258752,4.802976859726769
161438,3.8342867849942417
33026,3.5429714503954113
271821,3.330683571680057
260638,3.9927017959491313
272372,4.691913886793876
287182,3.978221909029665
318412,4.031744862427217
305584,4.125825233499276
190648,5.0
5995,4.72289450509473
72263,4.3004713877292975
195910,4.326410165296769
221377,3.1594777089400097
360336,4.591207980304165
38496,3.7913357971383257
376199,3.6919187011137344
185183,4.688966378380453
188437,3.9292398384285407
180534,3.9087395568064265
324662,3.636549867619866
277254,4.659575217342701
177706,4.3459182203452755
335727,3.4563140701779895
223096,4.664519832822448
230178,4.438726402161699
43019,4.55404187908516
320054,4.124991239923875
325030,4.366552234390469
282653,4.755342055535785
11152,4.155276219473377
42217,4.331178156178647
250410,4.654670302636708
259691,3.587327223729877
176330,4.527742694864102
245386,4.0209909528591306
324644,4.46491358105028
85634,3.8404126185318175
172790,4.5909972794257055
73589,4.471475368204153
161210,4.222053408275834
247749,4.8643043547154114
36569,3.8436001237035704
291004,3.9735562620237337
31781,3.905913410941605
163827,4.775211701665411
81668,4.4904222536437315
363726,4.445583288162587
354170,4.831679690352418
57429,4.458540945933858
236574,4.532489506212957
80299,4.328063321889702
24668,4.491562356845235
20194,3.770337308230479
161939,3.8045651400159723
374788,4.391174056425909
306570,4.106168006443125
234239,4.53890919356514
325729,3.7644745748551385
57894,4.6584538695619
243814,4.206773768668329
28893,4.847686996546782
80165,3.8633134555501343
290910,4.427895446693491
166790,4.7602910250281925
238277,3.5506701624846793
300528,4.301249124740071
260701,4.605606566138702
322558,3.7352735597888476
217544,4.5665278736330235
230840,4.250873133065284
32777,4.76900180717385
160205,3.895202350279396
210582,3.999739260438338
56409,4.470727298123707
291618,4.633596171924841
42461,3.925042233552471
12449,4.777415599603253
355003,4.186350564776229
23440,3.9187588375037206
299657,4.5826695438561735
30675,4.288602995716599
323609,4.668593108531407
188517,3.7284381153502184
357187,4.539085308705207
160859,4.541026308772142
314172,4.347856189184932
66579,4.352357100932596
197519,3.8693806350845974
157787,4.60134560486834
76541,4.654862616280806
286702,3.8826981978466577
370966,3.6870818629619184
377392,4.421503882543015
260394,4.638612966117832
245427,4.497779444463674
155167,4.531492433976146
154834,3.769976642149795
40757,4.510134719590911
